#BEGINNING OF FILE,,,,,,
# Recording start time: 2021-11-09T16:30:45.439383,,,,,,
# ,,,,,,
#timestamp, rms ch1, std ch1, rms ch2, std ch2, sled power, sled power std
03:56.8,0.729787803,0.002208638,0.44919365,0.001491956,-0.020376833,0.001271283
04:57.0,0.728933911,0.001337754,0.448618751,0.00090592,-0.020866014,0.000769428
05:57.1,0.730142561,0.001216978,0.449489032,0.000825733,-0.020177475,0.000705455
06:57.2,0.730243213,0.002635583,0.449655687,0.001749185,-0.020052097,0.001486674
07:57.3,0.729338993,0.002454719,0.448993296,0.001628463,-0.020551714,0.001376308
08:57.4,0.729901892,0.002196781,0.449221326,0.001493541,-0.02035983,0.001262532
09:57.6,0.730653593,0.00203167,0.449722744,0.001362734,-0.019951345,0.00116481
10:57.7,0.730160347,0.002120571,0.449397227,0.001425186,-0.020195034,0.001208972
11:57.8,0.728919229,0.001715855,0.448577479,0.001149599,-0.020919364,0.000957391
12:57.9,0.730084673,0.002099066,0.449393548,0.00142387,-0.020246301,0.001199427
13:58.0,0.728008143,0.002697062,0.448022299,0.001812756,-0.021400194,0.001526114
14:58.2,0.7281451,0.002035248,0.448218937,0.001377523,-0.02124453,0.001162707
15:58.5,0.728691121,0.003616077,0.448542563,0.002445956,-0.020997147,0.002075186
16:58.6,0.729710758,0.003346329,0.449104879,0.002230443,-0.020519776,0.00188495
17:58.7,0.730205489,0.002846519,0.449424199,0.00191781,-0.020264018,0.001635576
18:58.8,0.728824872,0.002081183,0.448484134,0.00140354,-0.021047237,0.001189416
19:58.9,0.72765358,0.00241957,0.447717613,0.00163147,-0.021665001,0.001362913
20:59.1,0.730544382,0.001970098,0.449657444,0.001333732,-0.020028881,0.001106182
21:59.4,0.727847295,0.00219686,0.447856645,0.00148597,-0.021580577,0.001254024
22:59.5,0.72973384,0.003253577,0.44916264,0.00219591,-0.02051605,0.001865335
23:59.6,0.72885956,0.002831712,0.448595789,0.001928964,-0.020955032,0.001621395
24:59.7,0.730352128,0.001857742,0.449675814,0.001230364,-0.02010943,0.00104324
25:59.8,0.729080676,0.00190602,0.448996931,0.00129375,-0.020676749,0.001098491
27:00.1,0.730673835,0.002769355,0.450189921,0.001872253,-0.019708285,0.001590197
28:00.4,0.732515209,0.003495857,0.451440144,0.002363956,-0.018669948,0.002036102
29:00.6,0.73008624,0.001474199,0.449732111,0.000999331,-0.020085563,0.000851528
30:00.7,0.730109938,0.001966485,0.449559923,0.001319524,-0.020206378,0.001124899
31:00.8,0.731854254,0.001653624,0.450636949,0.0011132,-0.019332245,0.000950243
32:00.9,0.730785081,0.00226702,0.44993067,0.001537365,-0.019883494,0.001301356
33:01.2,0.732231247,0.001634141,0.450897888,0.00110456,-0.019100159,0.000942689
34:01.3,0.729237303,0.003849839,0.448864126,0.002605203,-0.020737138,0.002208027
35:01.5,0.728970944,0.003526803,0.448759414,0.002353045,-0.02086527,0.001995713
36:01.6,0.729053625,0.003769294,0.448907567,0.002542532,-0.020712646,0.002155039
37:01.7,0.72866656,0.003538255,0.448640158,0.002382905,-0.020911311,0.002014238
38:01.8,0.726315449,0.002620036,0.447000698,0.001769687,-0.022311904,0.001471412
39:02.1,0.731574742,0.002092181,0.45049388,0.001413412,-0.01941406,0.001214504
40:02.2,0.72876351,0.003491913,0.448615392,0.002351837,-0.020974498,0.001980308
41:02.4,0.728534504,0.002972955,0.448486246,0.002007464,-0.021067707,0.001693611
42:02.5,0.73102498,0.002003086,0.450215102,0.001354342,-0.019677306,0.001160151
43:02.6,0.727839842,0.003734254,0.448097333,0.002511094,-0.021406267,0.002111984
44:02.9,0.731737504,0.002588983,0.450808549,0.001773368,-0.019183361,0.001492906
45:03.2,0.730833824,0.001446543,0.450207059,0.001023146,-0.019685914,0.000836044
46:03.3,0.729003797,0.003002015,0.448596769,0.002006402,-0.020747854,0.001687807
47:03.4,0.73117552,0.003133863,0.450065949,0.002113235,-0.019557355,0.001790029
48:03.6,0.730300795,0.002657318,0.449418351,0.001789219,-0.020123112,0.001517234
49:03.7,0.729932317,0.002629351,0.449198483,0.001781458,-0.02027177,0.001505788
50:04.0,0.731298185,0.001705231,0.450030252,0.001149192,-0.019576545,0.000981714
51:04.1,0.731227091,0.002945827,0.449970044,0.001993539,-0.019641118,0.001691072
52:04.2,0.730826049,0.003499887,0.449697291,0.002355401,-0.019838957,0.002003984
53:04.3,0.731315254,0.001474072,0.449986086,0.000999229,-0.019604911,0.000857599
54:04.5,0.729548846,0.001996418,0.448855637,0.001353621,-0.020534706,0.001156753
55:04.6,0.727534509,0.003088113,0.447528557,0.002090982,-0.021599456,0.001773979
56:04.7,0.728989212,0.003660563,0.448558135,0.002472854,-0.020772383,0.002093387
57:04.8,0.730042995,0.002684915,0.449281879,0.00180636,-0.020204693,0.001544843
58:04.9,0.730363057,0.00479034,0.449534508,0.003225557,-0.019981643,0.002724771
59:05.1,0.73121733,0.002380317,0.450134391,0.001619971,-0.019454524,0.001358696
00:05.2,0.729471445,0.003033342,0.448966634,0.002052937,-0.020476768,0.001738746
01:05.3,0.729726897,0.003120148,0.449084008,0.002114132,-0.020376276,0.001789323
02:05.4,0.730797416,0.003452469,0.449798254,0.002330527,-0.019768204,0.001977934
03:05.5,0.730816282,0.003368263,0.449894579,0.002247783,-0.019783588,0.001902109
04:05.7,0.728490955,0.003218607,0.448389818,0.002168683,-0.021014743,0.001829995
05:05.8,0.729392146,0.003871307,0.448944566,0.002613644,-0.020570515,0.002224137
06:06.1,0.730490647,0.003206399,0.449728117,0.002152971,-0.019947799,0.001827794
07:06.2,0.729021464,0.003997303,0.448858998,0.002671941,-0.020681374,0.002244497
08:06.3,0.729381791,0.003468288,0.44923045,0.002346257,-0.020347428,0.001985303
09:06.4,0.728831618,0.002740743,0.448974856,0.001841465,-0.020609627,0.001568541
10:06.6,0.730790091,0.003689711,0.450380493,0.002490254,-0.019469812,0.002108735
11:06.7,0.72907074,0.002491292,0.449230361,0.001685481,-0.020400349,0.001425069
12:06.8,0.729517578,0.00329311,0.449511487,0.002218357,-0.020153589,0.001878888
13:06.9,0.728301047,0.003506611,0.448608,0.002393265,-0.020905106,0.002004738
14:07.0,0.729409055,0.00188463,0.449343139,0.001274375,-0.020291951,0.001083769
15:07.2,0.72955904,0.001396056,0.449429697,0.000940375,-0.020225966,0.00080974
16:07.3,0.728498077,0.002456482,0.448726188,0.001649528,-0.020803868,0.001395543
17:07.4,0.730365899,0.002312066,0.449981476,0.00155265,-0.019715928,0.001327287
18:07.5,0.72978424,0.003507422,0.44952288,0.002380249,-0.02011984,0.002009634
19:07.6,0.731087121,0.002540015,0.450292835,0.001692762,-0.019501225,0.001430872
20:07.8,0.728713161,0.002956997,0.448568315,0.001983097,-0.020949333,0.001684428
21:07.9,0.729124006,0.003344864,0.448770584,0.002262298,-0.020727932,0.001913214
22:08.0,0.729277533,0.002081818,0.448825958,0.001406472,-0.020675022,0.001194935
23:08.1,0.728933469,0.002049716,0.448574456,0.001376954,-0.020901894,0.001170908
24:08.2,0.728180651,0.002781822,0.448123933,0.001878231,-0.021285354,0.001588224
25:08.4,0.728970572,0.002870862,0.448672856,0.001928022,-0.020832099,0.001634556
26:08.5,0.729089974,0.003691729,0.448740592,0.002477657,-0.020746803,0.002075361
27:08.6,0.728097143,0.003044831,0.448100715,0.002068695,-0.021327069,0.001743179
28:08.7,0.727936309,0.002695916,0.448057467,0.001800349,-0.021354252,0.001517242
29:08.8,0.730012711,0.002104219,0.44956026,0.001410863,-0.020132195,0.001208955
30:09.0,0.731598621,0.002557203,0.450589332,0.001720435,-0.019282706,0.001466467
31:09.1,0.730445094,0.002930638,0.449679582,0.001986412,-0.020017952,0.001682823
32:09.2,0.728875264,0.003849443,0.448589047,0.00259905,-0.020916401,0.002181724
33:09.3,0.730241769,0.003500887,0.449493467,0.002349357,-0.020147322,0.001987787
34:09.4,0.727698269,0.003379374,0.44778568,0.002271725,-0.021535621,0.00190899
35:09.6,0.727945044,0.00387578,0.447956275,0.002619225,-0.021389681,0.002208225
36:09.7,0.731021697,0.002029411,0.450094285,0.001360107,-0.019681699,0.001168919
37:09.8,0.730855314,0.00429672,0.44997601,0.002888734,-0.019760671,0.002453186
38:09.9,0.728600479,0.002230891,0.448414337,0.001513648,-0.02105673,0.001274125
39:10.0,0.731313425,0.002191995,0.450271686,0.001447042,-0.019507716,0.00123814
40:10.2,0.730674064,0.001954377,0.449975645,0.001306825,-0.019775284,0.001119846
41:10.3,0.730662049,0.001837956,0.450033649,0.001241436,-0.019762679,0.001066419
42:10.4,0.728109166,0.003417744,0.448340692,0.002314598,-0.02116312,0.001949436
43:10.5,0.730409662,0.001719103,0.449800184,0.001175876,-0.019948272,0.001011146
44:10.6,0.730419111,0.003117489,0.449719119,0.002105361,-0.020022996,0.001792243
45:10.8,0.728193799,0.002212629,0.448155414,0.001480174,-0.02127206,0.001260394
46:10.9,0.729572971,0.003201584,0.449055555,0.002165391,-0.020518679,0.001834648
47:11.0,0.731327585,0.00194744,0.450313724,0.001319393,-0.01947564,0.001132475
48:11.1,0.728422224,0.002852126,0.448447097,0.001913046,-0.021043479,0.001613227
49:11.2,0.727218804,0.002986839,0.447653745,0.002013226,-0.021665957,0.001694421
50:11.4,0.728559938,0.003385761,0.448452268,0.002306827,-0.021015856,0.001945921
51:11.7,0.730345078,0.002952099,0.449615497,0.001996679,-0.020008242,0.00169367
52:11.8,0.729820859,0.002094388,0.44936036,0.001423904,-0.02023803,0.001179418
53:11.9,0.729789384,0.002274414,0.449386557,0.001533822,-0.020113827,0.001310208
54:12.0,0.727877042,0.003186098,0.448167249,0.00214474,-0.021124747,0.001805618
55:12.1,0.728816319,0.003268306,0.448872594,0.002208346,-0.020537316,0.001865317
56:12.3,0.730352536,0.00294941,0.449907562,0.001997757,-0.019708818,0.001693224
57:12.6,0.72920153,0.001654319,0.449081577,0.001116355,-0.020403087,0.000947995
58:12.7,0.728330944,0.002314969,0.448317218,0.001590296,-0.021039052,0.00132956
59:12.8,0.731335559,0.001594246,0.450172026,0.001066713,-0.019466714,0.000910727
00:12.9,0.730864151,0.002321663,0.449807272,0.00157551,-0.019823482,0.00133411
01:13.0,0.728336495,0.005167014,0.448129218,0.00350884,-0.021204556,0.002932205
02:13.2,0.72834985,0.002154488,0.448109581,0.00145499,-0.021183905,0.001200339
03:13.3,0.732079044,0.003129583,0.450605742,0.002115491,-0.019156866,0.001793601
04:13.4,0.728267582,0.002606743,0.448053367,0.001755015,-0.021274071,0.001477363
05:13.5,0.729121188,0.004424631,0.448641773,0.002983553,-0.020744057,0.002503361
06:13.6,0.731627287,0.003071404,0.45036627,0.002060977,-0.019362887,0.001750813
07:13.8,0.730884588,0.002455976,0.449871443,0.001649689,-0.019788504,0.001399583
08:13.9,0.729675128,0.003479936,0.449076563,0.002361061,-0.020403467,0.001992497
09:14.0,0.729342004,0.003131443,0.448978677,0.002107869,-0.020506803,0.001774134
10:14.1,0.728679965,0.002307103,0.448617398,0.001555743,-0.020809165,0.00131239
11:14.2,0.72989716,0.002326842,0.449437047,0.001562934,-0.020166961,0.001334675
12:14.5,0.728285438,0.003178537,0.44836852,0.002134598,-0.021023853,0.001792537
13:14.7,0.730547532,0.001774793,0.449769511,0.00120747,-0.019899781,0.001032984
14:14.8,0.729598698,0.002696442,0.449014169,0.001807929,-0.020497484,0.001533576
15:14.9,0.729622949,0.003410763,0.44903401,0.002300585,-0.020502066,0.00193327
16:15.0,0.729310443,0.00263863,0.448895957,0.001791391,-0.020597822,0.001515699
17:15.1,0.730596831,0.003248913,0.449888398,0.002171864,-0.019801978,0.001860344
18:15.4,0.72855828,0.002804389,0.448570046,0.001889754,-0.020831653,0.001607706
19:15.6,0.729376931,0.002926766,0.449153407,0.001977548,-0.020339783,0.001681489
20:15.7,0.731716175,0.002318979,0.45069231,0.001574996,-0.019064392,0.001342334
21:15.8,0.728326357,0.002988202,0.44819383,0.001989335,-0.021101008,0.001689773
22:15.9,0.727399357,0.004104191,0.447456802,0.00277653,-0.021706503,0.002336085
23:16.2,0.729277013,0.003260001,0.44871075,0.002200294,-0.020634853,0.001859081
24:16.5,0.729175184,0.00334136,0.448670449,0.002255392,-0.020698392,0.001911349
25:16.6,0.730173877,0.003488322,0.449418909,0.002368772,-0.020071886,0.001987386
26:16.8,0.729630858,0.002901167,0.449008063,0.001980576,-0.020461901,0.001670639
27:16.9,0.729721255,0.003203103,0.448986168,0.002154696,-0.02044626,0.001825071
28:17.0,0.728391363,0.003645996,0.448108954,0.002459827,-0.021196772,0.002067383
29:17.3,0.730780748,0.00172783,0.449707435,0.001166652,-0.019863726,0.001008524
30:17.6,0.72913191,0.002177272,0.448590086,0.001481112,-0.020751157,0.001243808
31:17.7,0.730087725,0.002816189,0.449261036,0.00189904,-0.020190215,0.001602663
32:17.8,0.728667974,0.002952112,0.448322436,0.001992463,-0.020989992,0.001688196
33:18.0,0.73023392,0.002156476,0.44944701,0.001456529,-0.020043304,0.001241382
34:18.1,0.730953143,0.003197437,0.449959259,0.00215132,-0.019633487,0.001838828
35:18.4,0.7301255,0.003362844,0.449472259,0.002261972,-0.020043473,0.001909729
36:18.5,0.731615744,0.002286719,0.450483423,0.00155691,-0.019174839,0.001318775
37:18.6,0.729651739,0.002785204,0.448978247,0.00189206,-0.020423941,0.00160701
38:18.7,0.730895151,0.003296901,0.449782826,0.002223068,-0.019738101,0.001897158
39:18.9,0.729456443,0.002725917,0.448812918,0.001836492,-0.020565202,0.001548173
40:19.0,0.728524182,0.002442283,0.448197493,0.001648095,-0.021050078,0.00139315
41:19.1,0.728519925,0.003282707,0.448138966,0.002218527,-0.021041636,0.001880933
42:19.2,0.729942275,0.003679498,0.449126488,0.002425643,-0.020224628,0.002052538
43:19.3,0.727894455,0.003661302,0.447886182,0.002481922,-0.021189159,0.002078301
44:19.5,0.728309243,0.002791847,0.448194392,0.001876156,-0.020971951,0.0015956
45:19.6,0.729347379,0.002276845,0.448816751,0.001530006,-0.020473306,0.001305559
46:19.7,0.728233349,0.003580279,0.447922018,0.002419855,-0.021195168,0.002043213
47:19.8,0.730316517,0.003510822,0.449280509,0.002367394,-0.020004324,0.002016298
48:19.9,0.727662696,0.003642279,0.447490407,0.002457949,-0.021541524,0.002080542
49:20.1,0.729874997,0.00315362,0.449007504,0.002124457,-0.020325643,0.001815677
50:20.2,0.730041318,0.003844492,0.449132982,0.002597911,-0.020192953,0.002193389
51:20.3,0.731287438,0.002012194,0.449950366,0.001353769,-0.019548117,0.00116135
52:20.4,0.730350672,0.002469432,0.449410374,0.001667589,-0.019995809,0.001429915
53:20.5,0.729350279,0.003291848,0.448688894,0.002232118,-0.020601192,0.001884004
54:20.7,0.730303914,0.002573131,0.449315775,0.001736475,-0.020034151,0.001469276
55:20.8,0.728310832,0.00392029,0.447994731,0.002641134,-0.021143777,0.002242743
56:20.9,0.72875287,0.004593971,0.448300535,0.00309963,-0.020884856,0.002627912
57:21.0,0.729664801,0.002344734,0.448935639,0.00157813,-0.020360881,0.00134881
58:21.1,0.730067337,0.00360375,0.449121511,0.002446144,-0.020209136,0.002068695
59:21.3,0.728738355,0.003239913,0.448252246,0.002184631,-0.020924093,0.00185737
00:21.4,0.728062751,0.002166945,0.447823792,0.001480878,-0.021271045,0.001252433
01:21.5,0.728084216,0.002908859,0.447981983,0.001960367,-0.021127256,0.001661122
02:21.6,0.728468724,0.002615928,0.448326953,0.001762389,-0.020867764,0.001508075
03:21.7,0.727736046,0.003211684,0.447767451,0.00217411,-0.021303536,0.001840534
04:21.9,0.728036315,0.003642456,0.44778174,0.002452314,-0.021265415,0.002065831
05:22.0,0.730077219,0.002979724,0.449173464,0.00201019,-0.020133205,0.001715928
06:22.1,0.730544444,0.004297251,0.449483592,0.002883308,-0.019866689,0.002454469
07:22.2,0.728779153,0.003200962,0.448252972,0.002157597,-0.020886767,0.001833565
08:22.3,0.728259175,0.003881274,0.447929827,0.002617794,-0.021174059,0.002217395
09:22.5,0.729085921,0.002963711,0.448480393,0.002004208,-0.020714645,0.001696877
10:22.6,0.728488599,0.004047504,0.448179763,0.002702183,-0.021006037,0.002264572
11:22.7,0.729072988,0.002054449,0.44867988,0.00139131,-0.020569137,0.001176706
12:22.8,0.727741549,0.003960809,0.447754028,0.002664916,-0.02134398,0.002251001
13:22.9,0.729526896,0.002794329,0.44890341,0.001875505,-0.020354299,0.001589413
14:23.1,0.729978461,0.002833312,0.449177842,0.001920635,-0.020137633,0.001634599
15:23.2,0.728711965,0.004360593,0.44831759,0.002934856,-0.020844664,0.002473252
16:23.3,0.728535278,0.0047352,0.448159465,0.003185443,-0.020966752,0.002703083
17:23.4,0.72971749,0.002602054,0.44887833,0.001750422,-0.020418423,0.001494513
18:23.5,0.729701783,0.002552494,0.448895612,0.00171894,-0.020384628,0.001459793
19:23.7,0.729258845,0.003741423,0.448608393,0.002525892,-0.020623931,0.0021402
20:23.8,0.72867109,0.003030786,0.44823592,0.002043444,-0.020919452,0.00173289
21:23.9,0.72829908,0.00376205,0.44801168,0.002535375,-0.02110335,0.002159576
22:24.0,0.729172219,0.002869481,0.448629652,0.001929721,-0.020605666,0.001636556
23:24.1,0.72840343,0.002794977,0.448115103,0.001897688,-0.021027265,0.001614025
24:24.3,0.729190112,0.003334898,0.448797532,0.002256342,-0.020462102,0.001904517
25:24.6,0.727167697,0.004408943,0.44752717,0.002982764,-0.021534813,0.002499124
26:24.7,0.728444232,0.003179253,0.448504963,0.002135658,-0.020751379,0.001818051
27:24.8,0.728911396,0.004482232,0.448901797,0.003030617,-0.020377861,0.00256154
28:24.9,0.72897438,0.003100855,0.448976189,0.002091048,-0.020375021,0.001773009
29:25.0,0.729299794,0.003089645,0.449215464,0.002085525,-0.020180652,0.001773266
30:25.2,0.726077305,0.002664038,0.447037822,0.001795175,-0.021958664,0.001520111
31:25.5,0.730328742,0.002806359,0.449905442,0.001892732,-0.019618212,0.001618318
32:25.6,0.725464373,0.003254663,0.446609423,0.002198668,-0.022308943,0.001857367
33:25.7,0.728778331,0.00310621,0.448853808,0.002095089,-0.020474881,0.001787797
34:25.8,0.728772147,0.00218154,0.448845551,0.001474955,-0.020480506,0.001248069
35:25.9,0.730291605,0.004474192,0.449883962,0.003018515,-0.019632615,0.002557157
36:26.1,0.72928856,0.002635404,0.449207348,0.001780623,-0.020207908,0.001520738
37:26.2,0.726517952,0.003359571,0.447318637,0.002269088,-0.021726448,0.001920125
38:26.3,0.727272642,0.003028586,0.447833311,0.002041421,-0.021335335,0.001722424
39:26.4,0.728600207,0.00243092,0.448748325,0.001638669,-0.020564982,0.001399729
40:26.5,0.729360598,0.003398764,0.449242503,0.002292848,-0.020122755,0.001944418
41:26.8,0.731285999,0.003344991,0.45052534,0.002256165,-0.019071779,0.001922935
42:27.1,0.727984683,0.003605386,0.44826965,0.002428208,-0.020914579,0.002065789
43:27.3,0.729997805,0.002948731,0.449654554,0.001989543,-0.019775934,0.001691414
44:27.4,0.728227887,0.003607191,0.448506746,0.002433451,-0.020759073,0.002082946
45:27.5,0.728281397,0.004498833,0.44854253,0.00303389,-0.020679656,0.00253061
46:27.6,0.72804356,0.003156264,0.448377452,0.002128468,-0.020872573,0.001812558
47:27.7,0.728510182,0.003470295,0.448683942,0.002340044,-0.020617502,0.001998437
48:27.9,0.725738666,0.003743299,0.44676573,0.002532038,-0.022194353,0.002118782
49:28.0,0.726623448,0.004222185,0.44732993,0.002854347,-0.021682034,0.002418288
