Sample;Ch1;Ch2;Ch3;Ch4
0;0.0;0.0;0.0;0.0
1;0.0;0.0;0.004058853257447481;0.004060913808643818
2;0.0;0.008016032166779041;0.016235413029789925;0.004060913808643818
3;0.004030226729810238;0.008016032166779041;0.004058853257447481;0.008121827617287636
4;0.004030226729810238;0.004008016083389521;0.0;0.008121827617287636
5;0.004030226729810238;-0.004008016083389521;0.008117706514894962;0.008121827617287636
6;0.0;0.0;0.0;0.004060913808643818
7;0.008060453459620476;-0.004008016083389521;0.004058853257447481;0.0
8;0.012090680189430714;0.008016032166779041;0.004058853257447481;0.008121827617287636
9;0.0;0.012024047784507275;0.008117706514894962;0.004060913808643818
10;0.008060453459620476;-0.008016032166779041;0.0;0.0
11;0.004030226729810238;0.004008016083389521;0.008117706514894962;0.012182741425931454
12;0.0;0.008016032166779041;-0.004058853257447481;0.004060913808643818
13;0.004030226729810238;0.0;-0.004058853257447481;0.004060913808643818
14;0.004030226729810238;0.0;0.004058853257447481;0.004060913808643818
15;0.0;0.004008016083389521;-0.004058853257447481;0.004060913808643818
16;0.0;0.0;0.008117706514894962;0.004060913808643818
17;0.008060453459620476;0.004008016083389521;0.0;0.012182741425931454
18;0.0;0.004008016083389521;0.004058853257447481;0.008121827617287636
19;0.004030226729810238;0.0;0.008117706514894962;0.004060913808643818
20;0.004030226729810238;-0.008016032166779041;0.004058853257447481;0.008121827617287636
21;-0.008060453459620476;0.0;-0.004058853257447481;0.008121827617287636
22;-0.004030226729810238;0.004008016083389521;0.004058853257447481;0.004060913808643818
23;0.004030226729810238;0.004008016083389521;0.008117706514894962;0.0
24;-0.004030226729810238;-0.004008016083389521;0.004058853257447481;0.0
25;0.008060453459620476;0.020040079951286316;0.0;0.020304568111896515
26;-0.004030226729810238;0.004008016083389521;0.004058853257447481;0.008121827617287636
27;0.004030226729810238;0.0;0.0;-0.008121827617287636
28;0.004030226729810238;0.008016032166779041;-0.004058853257447481;0.004060913808643818
29;0.0;0.004008016083389521;-0.004058853257447481;0.004060913808643818
30;0.0;0.004008016083389521;0.004058853257447481;0.0
31;0.008060453459620476;0.0;-0.01217656023800373;0.004060913808643818
32;0.012090680189430714;0.004008016083389521;0.0;0.0
33;0.0;-0.004008016083389521;0.0;0.004060913808643818
34;0.004030226729810238;0.0;-0.008117706514894962;0.008121827617287636
35;0.008060453459620476;-0.004008016083389521;0.004058853257447481;0.008121827617287636
36;0.008060453459620476;0.004008016083389521;0.01217656023800373;0.0
37;-0.004030226729810238;0.008016032166779041;0.004058853257447481;0.004060913808643818
38;0.008060453459620476;0.0;0.0;0.01624365523457527
39;0.0;-0.004008016083389521;-0.008117706514894962;0.008121827617287636
40;0.012090680189430714;-0.008016032166779041;0.0;0.0
41;0.0;0.004008016083389521;0.0;0.004060913808643818
42;0.008060453459620476;0.004008016083389521;0.008117706514894962;0.008121827617287636
43;0.004030226729810238;0.004008016083389521;0.016235413029789925;0.01624365523457527
44;0.004030226729810238;-0.004008016083389521;0.0;0.012182741425931454
45;0.004030226729810238;0.008016032166779041;0.0;0.0
46;0.0;0.0;0.0;-0.004060913808643818
47;0.0;0.008016032166779041;0.0;0.0
48;0.0;0.012024047784507275;-0.004058853257447481;0.008121827617287636
49;0.008060453459620476;0.004008016083389521;-0.004058853257447481;-0.004060913808643818
50;0.004030226729810238;0.004008016083389521;0.0;0.0
51;0.012090680189430714;-0.008016032166779041;0.0;0.012182741425931454
52;0.004030226729810238;0.016032064333558083;0.0;0.008121827617287636
53;0.008060453459620476;0.004008016083389521;0.008117706514894962;0.0
54;0.012090680189430714;0.008016032166779041;0.0;0.008121827617287636
55;0.004030226729810238;-0.012024047784507275;0.0;0.008121827617287636
56;0.008060453459620476;-0.008016032166779041;0.0;0.004060913808643818
57;0.0;-0.004008016083389521;0.004058853257447481;0.004060913808643818
58;0.008060453459620476;-0.012024047784507275;0.004058853257447481;0.0
59;-0.004030226729810238;0.0;0.0;0.004060913808643818
60;-0.004030226729810238;0.008016032166779041;0.004058853257447481;0.0
61;0.004030226729810238;-0.004008016083389521;0.0;0.004060913808643818
62;0.0;0.008016032166779041;0.0;0.008121827617287636
63;0.0;0.004008016083389521;0.0;0.004060913808643818
64;0.0;0.0;0.0;-0.004060913808643818
65;0.008060453459620476;0.0;-0.008117706514894962;0.004060913808643818
66;0.0;0.016032064333558083;0.004058853257447481;0.008121827617287636
67;0.0;0.0;0.008117706514894962;0.004060913808643818
68;0.0;0.0;0.0;0.004060913808643818
69;0.008060453459620476;-0.008016032166779041;0.0;0.008121827617287636
70;0.004030226729810238;0.004008016083389521;0.0;-0.004060913808643818
71;0.008060453459620476;-0.008016032166779041;0.008117706514894962;-0.004060913808643818
72;0.008060453459620476;-0.008016032166779041;0.004058853257447481;0.0
73;0.008060453459620476;-0.004008016083389521;0.01217656023800373;0.004060913808643818
74;-0.008060453459620476;-0.004008016083389521;0.0;0.004060913808643818
75;0.012090680189430714;-0.004008016083389521;-0.004058853257447481;0.012182741425931454
76;0.008060453459620476;-0.004008016083389521;0.004058853257447481;0.012182741425931454
77;-0.004030226729810238;-0.008016032166779041;-0.004058853257447481;0.0
78;0.008060453459620476;0.0;0.016235413029789925;0.008121827617287636
79;0.004030226729810238;0.0;0.01217656023800373;-0.004060913808643818
80;0.0;0.012024047784507275;-0.004058853257447481;0.008121827617287636
81;0.008060453459620476;-0.004008016083389521;0.01217656023800373;0.012182741425931454
82;0.004030226729810238;0.012024047784507275;0.004058853257447481;0.012182741425931454
83;0.0;0.004008016083389521;0.008117706514894962;0.0
84;-0.004030226729810238;0.004008016083389521;0.004058853257447481;-0.008121827617287636
85;0.0;-0.004008016083389521;0.004058853257447481;0.008121827617287636
86;0.004030226729810238;0.004008016083389521;0.004058853257447481;0.0
87;0.004030226729810238;-0.004008016083389521;0.004058853257447481;0.008121827617287636
88;-0.008060453459620476;-0.004008016083389521;0.004058853257447481;-0.004060913808643818
89;0.008060453459620476;0.0;0.004058853257447481;0.0
90;0.004030226729810238;-0.004008016083389521;0.004058853257447481;0.004060913808643818
91;0.004030226729810238;0.008016032166779041;0.004058853257447481;-0.008121827617287636
92;0.004030226729810238;0.008016032166779041;0.008117706514894962;0.004060913808643818
93;0.0;0.008016032166779041;0.004058853257447481;0.008121827617287636
94;0.0;0.004008016083389521;0.01217656023800373;0.008121827617287636
95;0.0;-0.008016032166779041;-0.004058853257447481;0.008121827617287636
96;0.008060453459620476;0.0;0.0;0.01624365523457527
97;0.008060453459620476;0.004008016083389521;0.008117706514894962;-0.004060913808643818
98;0.004030226729810238;0.004008016083389521;0.004058853257447481;0.004060913808643818
99;-0.004030226729810238;-0.012024047784507275;0.004058853257447481;0.008121827617287636
100;0.0;0.0;0.004058853257447481;0.008121827617287636
101;0.004030226729810238;-0.004008016083389521;0.004058853257447481;0.0
102;0.008060453459620476;0.0;0.0;0.008121827617287636
103;0.004030226729810238;0.0;-0.008117706514894962;0.004060913808643818
104;0.0;0.008016032166779041;0.004058853257447481;0.004060913808643818
105;0.008060453459620476;-0.008016032166779041;0.004058853257447481;0.004060913808643818
106;0.004030226729810238;-0.004008016083389521;0.0;0.008121827617287636
107;0.008060453459620476;-0.004008016083389521;0.008117706514894962;0.0
108;0.008060453459620476;0.004008016083389521;0.0;0.0
109;-0.008060453459620476;0.008016032166779041;0.0;0.0
110;0.012090680189430714;0.0;0.0;0.008121827617287636
111;0.0;0.004008016083389521;0.008117706514894962;0.008121827617287636
112;0.004030226729810238;-0.004008016083389521;0.0;0.008121827617287636
113;0.0;-0.012024047784507275;0.004058853257447481;0.0
114;0.004030226729810238;0.008016032166779041;-0.004058853257447481;0.004060913808643818
115;-0.004030226729810238;0.008016032166779041;-0.004058853257447481;0.01624365523457527
116;0.0;-0.004008016083389521;0.0;0.0
117;-0.004030226729810238;-0.004008016083389521;0.008117706514894962;0.004060913808643818
