Sample;Ch1;Ch2
1020;0.01953125;0.015625
1021;0.013671875;0.017578125
1022;0.0078125;0.017578125
1023;0.013671875;0.01953125
1024;0.01953125;0.017578125
1025;0.017578125;0.013671875
1026;0.017578125;0.017578125
1027;0.015625;0.013671875
1028;0.01953125;0.013671875
1029;0.013671875;0.01171875
1030;0.015625;0.017578125
1031;0.013671875;0.0234375
1032;0.017578125;0.013671875
1033;0.017578125;0.025390625
1034;0.015625;0.01953125
1035;0.015625;0.021484375
1036;0.017578125;0.015625
1037;0.01953125;0.015625
1038;0.01953125;0.017578125
1039;0.0234375;0.017578125
1040;0.01953125;0.021484375
1041;0.01953125;0.013671875
1042;0.01171875;0.015625
1043;0.01171875;0.013671875
1044;0.013671875;0.029296875
1045;0.017578125;0.017578125
1046;0.017578125;0.015625
1047;0.015625;0.021484375
1048;0.017578125;0.01953125
1049;0.01953125;0.013671875
1050;0.017578125;0.01953125
1051;0.021484375;0.01953125
1052;0.017578125;0.009765625
1053;0.015625;0.025390625
1054;0.017578125;0.015625
1055;0.013671875;0.015625
1056;0.01171875;0.0234375
1057;0.01953125;0.009765625
1058;0.021484375;0.0078125
1059;0.015625;0.017578125
1060;0.017578125;0.013671875
1061;0.013671875;0.021484375
1062;0.01953125;0.013671875
1063;0.017578125;0.015625
1064;0.02734375;0.0234375
1065;0.017578125;0.0234375
1066;0.021484375;0.015625
1067;0.015625;0.015625
1068;0.017578125;0.0234375
1069;0.013671875;0.009765625
1070;0.017578125;0.015625
1071;0.021484375;0.021484375
1072;0.025390625;0.015625
1073;0.013671875;0.015625
1074;0.013671875;0.015625
1075;0.0234375;0.01953125
1076;0.017578125;0.021484375
1077;0.017578125;0.021484375
1078;0.013671875;0.0234375
1079;0.017578125;0.025390625
1080;0.013671875;0.01953125
1081;0.015625;0.021484375
1082;0.013671875;0.015625
1083;0.021484375;0.015625
1084;0.017578125;0.013671875
1085;0.01171875;0.0078125
1086;0.01953125;0.017578125
1087;0.015625;0.021484375
1088;0.01953125;0.009765625
1089;0.009765625;0.017578125
1090;0.013671875;0.01953125
1091;0.025390625;0.021484375
1092;0.017578125;0.021484375
1093;0.013671875;0.0234375
1094;0.009765625;0.015625
1095;0.01953125;0.013671875
1096;0.01171875;0.0234375
1097;0.013671875;0.017578125
1098;0.01953125;0.021484375
1099;0.013671875;0.01171875
1100;0.013671875;0.015625
1101;0.017578125;0.01953125
1102;0.017578125;0.017578125
1103;0.01171875;0.015625
1104;0.021484375;0.0078125
1105;0.013671875;0.015625
1106;0.017578125;0.009765625
1107;0.01171875;0.021484375
1108;0.017578125;0.01953125
1109;0.01171875;0.01953125
1110;0.013671875;0.021484375
1111;0.017578125;0.01171875
1112;0.01171875;0.01171875
1113;0.0234375;0.021484375
1114;0.015625;0.021484375
1115;0.015625;0.01171875
1116;0.017578125;0.017578125
1117;0.017578125;0.015625
1118;0.01953125;0.015625
1119;0.009765625;0.0234375
1120;0.015625;0.0234375
1121;0.01953125;0.021484375
1122;0.01953125;0.013671875
1123;0.0234375;0.013671875
1124;0.017578125;0.0234375
1125;0.021484375;0.021484375
1126;0.0078125;0.013671875
1127;0.021484375;0.015625
1128;0.021484375;0.017578125
1129;0.025390625;0.013671875
1130;0.015625;0.015625
1131;0.01171875;0.01953125
1132;0.017578125;0.017578125
1133;0.015625;0.025390625
1134;0.01171875;0.013671875
1135;0.009765625;0.009765625
1136;0.013671875;0.01953125
1137;0.015625;0.017578125
1138;0.01953125;0.017578125
1139;0.01953125;0.0234375
1140;0.01953125;0.021484375
1141;0.015625;0.017578125
1142;0.0234375;0.013671875
1143;0.017578125;0.025390625
1144;0.013671875;0.013671875
1145;0.013671875;0.01953125
1146;0.015625;0.005859375
1147;0.021484375;0.021484375
1148;0.015625;0.01953125
1149;0.015625;0.015625
1150;0.017578125;0.013671875
1151;0.013671875;0.01953125
1152;0.013671875;0.015625
1153;0.017578125;0.013671875
1154;0.01171875;0.015625
1155;0.021484375;0.015625
1156;0.01171875;0.015625
1157;0.01171875;0.017578125
1158;0.01953125;0.021484375
1159;0.017578125;0.01953125
1160;0.013671875;0.013671875
1161;0.01953125;0.017578125
1162;0.013671875;0.01171875
1163;0.01953125;0.017578125
1164;0.01953125;0.021484375
1165;0.017578125;0.017578125
1166;0.01953125;0.015625
1167;0.017578125;0.01953125
1168;0.01171875;0.017578125
1169;0.015625;0.013671875
1170;0.013671875;0.017578125
1171;0.017578125;0.01953125
1172;0.021484375;0.013671875
1173;0.017578125;0.01953125
1174;0.017578125;0.017578125
1175;0.01953125;0.013671875
1176;0.015625;0.017578125
1177;0.01953125;0.017578125
1178;0.01171875;0.013671875
1179;0.017578125;0.017578125
1180;0.013671875;0.0078125
1181;0.009765625;0.017578125
1182;0.021484375;0.01953125
1183;0.01953125;0.01953125
1184;0.017578125;0.01953125
1185;0.015625;0.015625
1186;0.021484375;0.015625
1187;0.025390625;0.017578125
1188;0.01953125;0.013671875
1189;0.01953125;0.015625
1190;0.021484375;0.015625
1191;0.015625;0.015625
1192;0.021484375;0.013671875
1193;0.01171875;0.015625
1194;0.021484375;0.013671875
1195;0.015625;0.017578125
1196;0.017578125;0.013671875
1197;0.025390625;0.017578125
1198;0.021484375;0.017578125
1199;0.01953125;0.021484375
1200;0.017578125;0.015625
1201;0.01171875;0.015625
1202;0.01953125;0.017578125
1203;0.021484375;0.013671875
1204;0.017578125;0.017578125
1205;0.0234375;0.013671875
1206;0.013671875;0.0234375
1207;0.015625;0.01953125
1208;0.013671875;0.009765625
1209;0.0234375;0.015625
1210;0.01171875;0.013671875
1211;0.015625;0.01953125
1212;0.017578125;0.017578125
1213;0.017578125;0.021484375
1214;0.01953125;0.009765625
1215;0.015625;0.015625
1216;0.015625;0.01953125
1217;0.015625;0.017578125
1218;0.013671875;0.015625
1219;0.017578125;0.017578125
1220;0.021484375;0.013671875
1221;0.01171875;0.025390625
1222;0.015625;0.017578125
1223;0.017578125;0.017578125
1224;0.021484375;0.009765625
1225;0.00390625;0.017578125
1226;0.015625;0.013671875
1227;0.021484375;0.009765625
1228;0.021484375;0.017578125
1229;0.017578125;0.025390625
1230;0.01171875;0.01171875
1231;0.015625;0.015625
1232;0.017578125;0.01171875
1233;0.015625;0.013671875
1234;0.009765625;0.009765625
1235;0.01171875;0.017578125
1236;0.0234375;0.013671875
1237;0.015625;0.013671875
1238;0.013671875;0.013671875
1239;0.017578125;0.021484375
1240;0.017578125;0.017578125
1241;0.015625;0.015625
1242;0.01171875;0.017578125
1243;0.01171875;0.017578125
1244;0.015625;0.017578125
1245;0.009765625;0.01171875
1246;0.01171875;0.017578125
1247;0.015625;0.021484375
1248;0.01171875;0.01953125
1249;0.01953125;0.017578125
1250;0.017578125;0.021484375
1251;0.021484375;0.015625
1252;0.017578125;0.017578125
1253;0.015625;0.01953125
1254;0.0234375;0.021484375
1255;0.015625;0.013671875
1256;0.021484375;0.015625
1257;0.013671875;0.013671875
1258;0.009765625;0.015625
1259;0.017578125;0.015625
1260;0.0078125;0.017578125
1261;0.017578125;0.01171875
1262;0.0234375;0.0234375
1263;0.01171875;0.013671875
1264;0.015625;0.015625
1265;0.013671875;0.017578125
1266;0.01171875;0.013671875
1267;0.01171875;0.01953125
1268;0.01171875;0.015625
1269;0.017578125;0.017578125
1270;0.015625;0.015625
1271;0.013671875;0.021484375
1272;0.01953125;0.013671875
1273;0.01171875;0.009765625
1274;0.01953125;0.021484375
1275;0.015625;0.015625
1276;0.015625;0.017578125
1277;0.017578125;0.01171875
1278;0.029296875;0.013671875
1279;0.015625;0.015625
1280;0.01171875;0.0078125
1281;0.01953125;0.021484375
1282;0.021484375;0.021484375
1283;0.017578125;0.017578125
1284;0.01953125;0.01953125
1285;0.021484375;0.017578125
1286;0.01953125;0.01171875
1287;0.021484375;0.025390625
1288;0.015625;0.017578125
1289;0.01953125;0.013671875
1290;0.013671875;0.01953125
1291;0.013671875;0.01953125
1292;0.017578125;0.021484375
1293;0.013671875;0.009765625
1294;0.017578125;0.017578125
1295;0.01953125;0.01953125
1296;0.015625;0.017578125
1297;0.01953125;0.01953125
1298;0.021484375;0.01953125
1299;0.015625;0.017578125
1300;0.009765625;0.015625
1301;0.017578125;0.017578125
1302;0.0234375;0.01953125
1303;0.021484375;0.025390625
1304;0.017578125;0.021484375
1305;0.013671875;0.017578125
1306;0.017578125;0.017578125
1307;0.0078125;0.01171875
1308;0.01171875;0.021484375
1309;0.017578125;0.021484375
1310;0.01953125;0.017578125
1311;0.015625;0.013671875
1312;0.01171875;0.013671875
1313;0.017578125;0.015625
1314;0.015625;0.0234375
1315;0.01953125;0.015625
1316;0.01171875;0.017578125
1317;0.017578125;0.013671875
1318;0.025390625;0.021484375
1319;0.013671875;0.01953125
1320;0.015625;0.017578125
1321;0.015625;0.017578125
1322;0.01953125;0.01171875
1323;0.021484375;0.0234375
1324;0.015625;0.021484375
1325;0.015625;0.015625
1326;0.01953125;0.021484375
1327;0.017578125;0.021484375
1328;0.015625;0.01171875
1329;0.01953125;0.025390625
1330;0.017578125;0.01953125
1331;0.017578125;0.013671875
1332;0.01953125;0.017578125
1333;0.015625;0.01953125
1334;0.017578125;0.01953125
1335;0.013671875;0.0234375
1336;0.01953125;0.01953125
1337;0.017578125;0.015625
1338;0.01953125;0.013671875
1339;0.015625;0.021484375
1340;0.013671875;0.015625
1341;0.01171875;0.015625
1342;0.017578125;0.0234375
1343;0.01171875;0.017578125
1344;0.013671875;0.01953125
1345;0.01171875;0.015625
1346;0.01953125;0.01171875
1347;0.017578125;0.021484375
1348;0.01171875;0.013671875
1349;0.013671875;0.013671875
1350;0.013671875;0.013671875
1351;0.01171875;0.015625
1352;0.015625;0.013671875
1353;0.0234375;0.021484375
1354;0.01171875;0.009765625
1355;0.017578125;0.015625
1356;0.0234375;0.021484375
1357;0.015625;0.021484375
1358;0.015625;0.015625
1359;0.0234375;0.025390625
1360;0.015625;0.015625
1361;0.01953125;0.021484375
1362;0.013671875;0.021484375
1363;0.017578125;0.015625
1364;0.015625;0.017578125
1365;0.01171875;0.013671875
1366;0.01953125;0.021484375
1367;0.015625;0.01953125
1368;0.013671875;0.021484375
1369;0.017578125;0.017578125
1370;0.021484375;0.015625
1371;0.015625;0.015625
1372;0.01171875;0.015625
1373;0.013671875;0.017578125
1374;0.013671875;0.0234375
1375;0.015625;0.015625
1376;0.013671875;0.01953125
1377;0.01953125;0.01953125
1378;0.013671875;0.01953125
1379;0.021484375;0.013671875
1380;0.013671875;0.0234375
1381;0.013671875;0.0234375
1382;0.025390625;0.017578125
1383;0.021484375;0.01953125
1384;0.017578125;0.013671875
1385;0.015625;0.009765625
1386;0.009765625;0.013671875
1387;0.0078125;0.015625
1388;0.009765625;0.0234375
1389;0.021484375;0.01953125
1390;0.01171875;0.01953125
1391;0.015625;0.015625
1392;0.009765625;0.017578125
1393;0.013671875;0.015625
1394;0.01171875;0.021484375
1395;0.021484375;0.015625
1396;0.0078125;0.017578125
1397;0.017578125;0.01953125
1398;0.017578125;0.01953125
1399;0.009765625;0.015625
1400;0.015625;0.009765625
1401;0.013671875;0.021484375
1402;0.013671875;0.01953125
1403;0.013671875;0.021484375
1404;0.01171875;0.021484375
1405;0.021484375;0.021484375
1406;0.009765625;0.021484375
1407;0.017578125;0.017578125
1408;0.013671875;0.015625
1409;0.01171875;0.015625
1410;0.01171875;0.021484375
1411;0.015625;0.01171875
1412;0.01171875;0.013671875
1413;0.013671875;0.013671875
1414;0.017578125;0.01953125
1415;0.017578125;0.009765625
1416;0.017578125;0.025390625
1417;0.017578125;0.015625
1418;0.01171875;0.02734375
1419;0.015625;0.0234375
1420;0.015625;0.017578125
1421;0.015625;0.017578125
1422;0.017578125;0.021484375
1423;0.015625;0.017578125
1424;0.01953125;0.01953125
1425;0.013671875;0.013671875
1426;0.013671875;0.015625
1427;0.017578125;0.017578125
1428;0.017578125;0.015625
1429;0.017578125;0.015625
1430;0.015625;0.01171875
1431;0.013671875;0.01953125
1432;0.013671875;0.017578125
1433;0.015625;0.017578125
1434;0.021484375;0.017578125
1435;0.015625;0.01953125
1436;0.017578125;0.01953125
1437;0.025390625;0.013671875
1438;0.017578125;0.013671875
1439;0.013671875;0.0234375
1440;0.015625;0.015625
1441;0.01953125;0.015625
1442;0.013671875;0.013671875
1443;0.01953125;0.01953125
1444;0.017578125;0.021484375
1445;0.021484375;0.013671875
1446;0.017578125;0.01953125
1447;0.01171875;0.015625
1448;0.013671875;0.0234375
1449;0.01953125;0.017578125
1450;0.013671875;0.0078125
1451;0.021484375;0.01953125
1452;0.017578125;0.017578125
1453;0.01171875;0.021484375
1454;0.01953125;0.01953125
1455;0.017578125;0.021484375
1456;0.015625;0.015625
1457;0.01953125;0.017578125
1458;0.017578125;0.009765625
1459;0.021484375;0.015625
1460;0.015625;0.017578125
1461;0.021484375;0.015625
1462;0.015625;0.017578125
1463;0.017578125;0.01953125
1464;0.0234375;0.021484375
1465;0.015625;0.017578125
1466;0.017578125;0.0234375
1467;0.017578125;0.013671875
1468;0.015625;0.013671875
1469;0.021484375;0.015625
1470;0.021484375;0.017578125
1471;0.017578125;0.017578125
1472;0.01953125;0.01953125
1473;0.013671875;0.0234375
1474;0.01953125;0.015625
1475;0.0234375;0.01953125
1476;0.015625;0.0234375
1477;0.01953125;0.017578125
1478;0.01953125;0.015625
1479;0.0078125;0.015625
1480;0.009765625;0.025390625
1481;0.01953125;0.01953125
1482;0.013671875;0.015625
1483;0.01953125;0.013671875
1484;0.015625;0.021484375
1485;0.01953125;0.015625
1486;0.017578125;0.021484375
1487;0.017578125;0.01953125
1488;0.015625;0.01953125
1489;0.017578125;0.017578125
1490;0.017578125;0.0234375
1491;0.01953125;0.013671875
1492;0.01953125;0.02734375
1493;0.013671875;0.015625
1494;0.015625;0.015625
1495;0.017578125;0.015625
1496;0.0234375;0.01171875
1497;0.021484375;0.009765625
1498;0.017578125;0.0234375
1499;0.017578125;0.013671875
1500;0.01953125;0.017578125
1501;0.01953125;0.01171875
1502;0.015625;0.017578125
1503;0.01171875;0.017578125
1504;0.015625;0.017578125
1505;0.013671875;0.017578125
1506;0.017578125;0.021484375
1507;0.01953125;0.01953125
1508;0.01953125;0.017578125
1509;0.01953125;0.013671875
1510;0.0078125;0.015625
1511;0.015625;0.01953125
1512;0.015625;0.015625
1513;0.01953125;0.01953125
1514;0.009765625;0.015625
1515;0.017578125;0.025390625
1516;0.017578125;0.01171875
1517;0.01953125;0.0234375
1518;0.015625;0.021484375
1519;0.015625;0.015625
1520;0.017578125;0.013671875
1521;0.017578125;0.017578125
1522;0.01953125;0.0234375
1523;0.015625;0.01953125
1524;0.015625;0.015625
1525;0.01171875;0.005859375
1526;0.021484375;0.0234375
1527;0.017578125;0.017578125
1528;0.017578125;0.025390625
1529;0.01953125;0.017578125
1530;0.013671875;0.01953125
1531;0.01953125;0.017578125
1532;0.015625;0.021484375
1533;0.01953125;0.021484375
1534;0.01953125;0.017578125
1535;0.017578125;0.01953125
1536;0.021484375;0.01953125
1537;0.017578125;0.01171875
1538;0.013671875;0.029296875
1539;0.015625;0.01953125
1540;0.013671875;0.017578125
1541;0.013671875;0.0234375
1542;0.01171875;0.021484375
1543;0.01171875;0.017578125
1544;0.015625;0.015625
1545;0.009765625;0.015625
1546;0.0234375;0.025390625
1547;0.021484375;0.021484375
1548;0.015625;0.01953125
1549;0.017578125;0.015625
1550;0.013671875;0.0234375
1551;0.01171875;0.017578125
1552;0.013671875;0.017578125
1553;0.015625;0.0234375
1554;0.021484375;0.015625
1555;0.01953125;0.017578125
1556;0.015625;0.0234375
1557;0.017578125;0.0234375
1558;0.015625;0.017578125
1559;0.021484375;0.017578125
1560;0.01953125;0.0234375
1561;0.01171875;0.009765625
1562;0.013671875;0.01953125
1563;0.01171875;0.0234375
1564;0.01171875;0.025390625
1565;0.015625;0.015625
1566;0.01953125;0.013671875
1567;0.013671875;0.015625
1568;0.01953125;0.01953125
1569;0.017578125;0.01953125
1570;0.01953125;0.0234375
1571;0.01953125;0.015625
1572;0.01953125;0.015625
1573;0.01953125;0.021484375
1574;0.01953125;0.01171875
1575;0.01953125;0.013671875
1576;0.01953125;0.013671875
1577;0.013671875;0.013671875
1578;0.015625;0.025390625
1579;0.013671875;0.01171875
1580;0.013671875;0.01953125
1581;0.021484375;0.017578125
1582;0.015625;0.025390625
1583;0.017578125;0.01953125
1584;0.015625;0.015625
1585;0.017578125;0.009765625
1586;0.017578125;0.01953125
1587;0.017578125;0.0234375
1588;0.013671875;0.015625
1589;0.017578125;0.015625
1590;0.015625;0.025390625
1591;0.0234375;0.021484375
1592;0.013671875;0.013671875
1593;0.021484375;0.015625
1594;0.017578125;0.01171875
1595;0.013671875;0.015625
1596;0.015625;0.021484375
1597;0.015625;0.021484375
1598;0.015625;0.01171875
1599;0.009765625;0.017578125
1600;0.01171875;0.013671875
1601;0.015625;0.021484375
1602;0.013671875;0.017578125
1603;0.015625;0.01953125
1604;0.01953125;0.01171875
1605;0.01953125;0.017578125
1606;0.01953125;0.017578125
1607;0.01953125;0.013671875
1608;0.015625;0.01171875
1609;0.021484375;0.01171875
1610;0.013671875;0.015625
1611;0.021484375;0.013671875
1612;0.017578125;0.013671875
1613;0.013671875;0.01171875
1614;0.017578125;0.009765625
1615;0.021484375;0.013671875
1616;0.009765625;0.0078125
1617;0.015625;0.017578125
1618;0.0078125;0.0234375
1619;0.013671875;0.025390625
1620;0.01171875;0.017578125
1621;0.017578125;0.01953125
1622;0.013671875;0.013671875
1623;0.021484375;0.01953125
1624;0.01953125;0.021484375
1625;0.015625;0.017578125
1626;0.01171875;0.013671875
1627;0.01953125;0.013671875
1628;0.009765625;0.017578125
1629;0.01171875;0.021484375
1630;0.021484375;0.017578125
1631;0.017578125;0.021484375
1632;0.013671875;0.015625
1633;0.015625;0.01953125
1634;0.01171875;0.021484375
1635;0.017578125;0.015625
1636;0.015625;0.021484375
1637;0.017578125;0.017578125
1638;0.017578125;0.021484375
1639;0.0234375;0.01171875
1640;0.013671875;0.01953125
1641;0.017578125;0.017578125
1642;0.013671875;0.017578125
1643;0.01171875;0.017578125
1644;0.015625;0.013671875
1645;0.015625;0.013671875
1646;0.013671875;0.0234375
1647;0.01171875;0.021484375
1648;0.017578125;0.017578125
1649;0.015625;0.013671875
1650;0.017578125;0.01171875
1651;0.021484375;0.021484375
1652;0.017578125;0.01953125
1653;0.01953125;0.015625
1654;0.017578125;0.01953125
1655;0.013671875;0.015625
1656;0.017578125;0.021484375
1657;0.01953125;0.017578125
1658;0.01171875;0.01171875
1659;0.01953125;0.017578125
1660;0.0078125;0.01953125
1661;0.013671875;0.015625
1662;0.015625;0.015625
1663;0.021484375;0.01953125
1664;0.02734375;0.013671875
1665;0.015625;0.017578125
1666;0.0234375;0.021484375
1667;0.017578125;0.021484375
1668;0.01953125;0.017578125
1669;0.01953125;0.015625
1670;0.01953125;0.015625
1671;0.013671875;0.015625
1672;0.015625;0.015625
1673;0.0234375;0.015625
1674;0.01953125;0.017578125
1675;0.0234375;0.013671875
1676;0.01171875;0.025390625
1677;0.01953125;0.015625
1678;0.01171875;0.01953125
1679;0.013671875;0.017578125
1680;0.01953125;0.021484375
1681;0.017578125;0.01171875
1682;0.013671875;0.021484375
1683;0.017578125;0.013671875
1684;0.017578125;0.017578125
1685;0.01953125;0.021484375
1686;0.017578125;0.015625
1687;0.017578125;0.021484375
1688;0.015625;0.015625
1689;0.0234375;0.009765625
1690;0.015625;0.017578125
1691;0.01953125;0.021484375
1692;0.01953125;0.021484375
1693;0.017578125;0.017578125
1694;0.015625;0.017578125
1695;0.01171875;0.013671875
1696;0.009765625;0.015625
1697;0.01953125;0.01953125
1698;0.017578125;0.015625
1699;0.017578125;0.015625
1700;0.01953125;0.009765625
1701;0.015625;0.01953125
1702;0.01953125;0.015625
1703;0.015625;0.021484375
1704;0.015625;0.01953125
1705;0.01953125;0.015625
1706;0.015625;0.0234375
1707;0.013671875;0.015625
1708;0.013671875;0.01171875
1709;0.01953125;0.029296875
1710;0.013671875;0.015625
1711;0.013671875;0.01953125
1712;0.025390625;0.01171875
1713;0.01953125;0.015625
1714;0.025390625;0.01953125
1715;0.01953125;0.017578125
1716;0.015625;0.015625
1717;0.013671875;0.017578125
1718;0.013671875;0.017578125
1719;0.017578125;0.01953125
1720;0.013671875;0.017578125
1721;0.017578125;0.01953125
1722;0.01171875;0.015625
1723;0.009765625;0.015625
1724;0.015625;0.015625
1725;0.017578125;0.017578125
1726;0.015625;0.01953125
1727;0.01953125;0.01171875
1728;0.015625;0.01171875
1729;0.0234375;0.01171875
1730;0.017578125;0.015625
1731;0.015625;0.01953125
1732;0.013671875;0.017578125
1733;0.02734375;0.017578125
1734;0.013671875;0.01953125
1735;0.015625;0.01171875
1736;0.017578125;0.0234375
1737;0.021484375;0.0078125
1738;0.01171875;0.017578125
1739;0.015625;0.017578125
1740;0.015625;0.013671875
1741;0.021484375;0.021484375
1742;0.013671875;0.025390625
1743;0.015625;0.015625
1744;0.015625;0.029296875
1745;0.015625;0.017578125
1746;0.01953125;0.015625
1747;0.013671875;0.017578125
1748;0.017578125;0.017578125
1749;0.009765625;0.021484375
1750;0.013671875;0.017578125
1751;0.015625;0.0234375
1752;0.015625;0.015625
1753;0.009765625;0.015625
1754;0.009765625;0.01953125
1755;0.017578125;0.017578125
1756;0.017578125;0.015625
1757;0.01953125;0.017578125
1758;0.017578125;0.021484375
1759;0.017578125;0.013671875
1760;0.01953125;0.015625
1761;0.017578125;0.013671875
1762;0.01171875;0.01953125
1763;0.015625;0.01953125
1764;0.013671875;0.017578125
1765;0.01953125;0.01953125
1766;0.025390625;0.013671875
1767;0.017578125;0.021484375
1768;0.01953125;0.015625
1769;0.009765625;0.017578125
1770;0.01171875;0.017578125
1771;0.015625;0.017578125
1772;0.013671875;0.017578125
1773;0.013671875;0.01171875
1774;0.01953125;0.015625
1775;0.017578125;0.01171875
1776;0.021484375;0.01171875
1777;0.017578125;0.017578125
1778;0.017578125;0.017578125
1779;0.01953125;0.01953125
1780;0.01953125;0.015625
1781;0.017578125;0.0234375
1782;0.01171875;0.01953125
1783;0.015625;0.01953125
1784;0.015625;0.015625
1785;0.015625;0.01953125
1786;0.017578125;0.013671875
1787;0.015625;0.015625
1788;0.01953125;0.013671875
1789;0.013671875;0.017578125
1790;0.0078125;0.01953125
1791;0.0234375;0.01953125
1792;0.01953125;0.021484375
1793;0.01953125;0.0234375
1794;0.015625;0.015625
1795;0.015625;0.0234375
1796;0.013671875;0.01953125
1797;0.017578125;0.015625
1798;0.015625;0.017578125
1799;0.01953125;0.01171875
1800;0.01953125;0.01953125
1801;0.01171875;0.013671875
1802;0.0234375;0.00390625
1803;0.017578125;0.013671875
1804;0.01171875;0.015625
1805;0.017578125;0.01953125
1806;0.01171875;0.01953125
1807;0.015625;0.017578125
1808;0.017578125;0.013671875
1809;0.015625;0.017578125
1810;0.01953125;0.013671875
1811;0.015625;0.013671875
1812;0.017578125;0.015625
1813;0.01171875;0.013671875
1814;0.015625;0.0234375
1815;0.01953125;0.017578125
1816;0.009765625;0.013671875
1817;0.017578125;0.015625
1818;0.017578125;0.015625
1819;0.017578125;0.017578125
1820;0.017578125;0.017578125
1821;0.017578125;0.017578125
1822;0.015625;0.017578125
1823;0.009765625;0.025390625
1824;0.015625;0.021484375
1825;0.009765625;0.01953125
1826;0.015625;0.017578125
1827;0.009765625;0.0234375
1828;0.013671875;0.013671875
1829;0.015625;0.01171875
1830;0.013671875;0.021484375
1831;0.015625;0.01953125
1832;0.015625;0.01171875
1833;0.017578125;0.017578125
1834;0.021484375;0.015625
1835;0.013671875;0.015625
1836;0.021484375;0.013671875
1837;0.009765625;0.021484375
1838;0.017578125;0.015625
1839;0.009765625;0.021484375
1840;0.013671875;0.01953125
1841;0.015625;0.017578125
1842;0.017578125;0.025390625
1843;0.017578125;0.021484375
1844;0.015625;0.01171875
1845;0.015625;0.009765625
1846;0.01953125;0.017578125
1847;0.013671875;0.015625
1848;0.017578125;0.017578125
1849;0.021484375;0.017578125
1850;0.015625;0.025390625
1851;0.013671875;0.0234375
1852;0.017578125;0.0234375
1853;0.01171875;0.01953125
1854;0.01953125;0.017578125
1855;0.013671875;0.029296875
1856;0.01953125;0.0234375
1857;0.021484375;0.021484375
1858;0.01953125;0.013671875
1859;0.01171875;0.021484375
1860;0.015625;0.021484375
1861;0.01171875;0.01171875
1862;0.01953125;0.01953125
1863;0.021484375;0.015625
1864;0.013671875;0.021484375
1865;0.017578125;0.021484375
1866;0.01953125;0.015625
1867;0.01171875;0.017578125
1868;0.013671875;0.017578125
1869;0.017578125;0.01953125
1870;0.015625;0.01171875
1871;0.021484375;0.015625
1872;0.013671875;0.015625
1873;0.015625;0.01953125
1874;0.017578125;0.015625
1875;0.017578125;0.01953125
1876;0.015625;0.009765625
1877;0.017578125;0.0234375
1878;0.015625;0.01171875
1879;0.01171875;0.013671875
1880;0.013671875;0.02734375
1881;0.015625;0.01953125
1882;0.013671875;0.01171875
1883;0.0234375;0.015625
1884;0.01171875;0.021484375
1885;0.0234375;0.013671875
1886;0.015625;0.0234375
1887;0.01953125;0.01953125
1888;0.017578125;0.017578125
1889;0.01953125;0.015625
1890;0.01953125;0.017578125
1891;0.01953125;0.01171875
1892;0.013671875;0.021484375
1893;0.01171875;0.021484375
1894;0.017578125;0.01953125
1895;0.017578125;0.017578125
1896;0.01171875;0.0234375
1897;0.013671875;0.01953125
1898;0.017578125;0.01953125
1899;0.021484375;0.021484375
1900;0.01953125;0.015625
1901;0.017578125;0.015625
1902;0.01171875;0.017578125
1903;0.015625;0.01953125
1904;0.015625;0.021484375
1905;0.01171875;0.01953125
1906;0.017578125;0.021484375
1907;0.009765625;0.0234375
1908;0.021484375;0.021484375
1909;0.021484375;0.013671875
1910;0.015625;0.015625
1911;0.01171875;0.0234375
1912;0.017578125;0.017578125
1913;0.015625;0.0234375
1914;0.009765625;0.01953125
1915;0.015625;0.01953125
1916;0.013671875;0.015625
1917;0.017578125;0.017578125
1918;0.013671875;0.021484375
1919;0.021484375;0.013671875
1920;0.01171875;0.025390625
1921;0.015625;0.01953125
1922;0.015625;0.015625
1923;0.021484375;0.013671875
1924;0.017578125;0.015625
1925;0.021484375;0.013671875
1926;0.015625;0.015625
1927;0.013671875;0.013671875
1928;0.015625;0.021484375
1929;0.013671875;0.021484375
1930;0.013671875;0.015625
1931;0.01953125;0.013671875
1932;0.017578125;0.015625
1933;0.015625;0.013671875
1934;0.01953125;0.021484375
1935;0.0078125;0.017578125
1936;0.017578125;0.015625
1937;0.009765625;0.021484375
1938;0.009765625;0.017578125
1939;0.015625;0.01171875
1940;0.01171875;0.015625
1941;0.01953125;0.01953125
1942;0.013671875;0.015625
1943;0.01953125;0.009765625
1944;0.01171875;0.021484375
1945;0.01953125;0.017578125
1946;0.015625;0.017578125
1947;0.013671875;0.017578125
1948;0.0234375;0.015625
1949;0.013671875;0.021484375
1950;0.025390625;0.01953125
1951;0.013671875;0.017578125
1952;0.017578125;0.009765625
1953;0.015625;0.01953125
1954;0.015625;0.01953125
1955;0.01953125;0.0234375
1956;0.015625;0.015625
1957;0.01171875;0.01953125
1958;0.013671875;0.015625
1959;0.015625;0.01953125
1960;0.013671875;0.015625
1961;0.013671875;0.013671875
1962;0.01953125;0.01953125
1963;0.017578125;0.021484375
1964;0.015625;0.021484375
1965;0.015625;0.015625
1966;0.01953125;0.01953125
1967;0.015625;0.01953125
1968;0.01171875;0.013671875
1969;0.015625;0.01953125
1970;0.0234375;0.01953125
1971;0.01953125;0.01953125
1972;0.015625;0.017578125
1973;0.017578125;0.015625
1974;0.015625;0.015625
1975;0.01953125;0.01171875
1976;0.013671875;0.017578125
