Sample;Ch1;Ch2
620;0.017578125;0.021484375
621;0.017578125;0.021484375
622;0.017578125;0.015625
623;0.017578125;0.021484375
624;0.0234375;0.015625
625;0.015625;0.017578125
626;0.013671875;0.013671875
627;0.017578125;0.021484375
628;0.013671875;0.01953125
629;0.015625;0.021484375
630;0.009765625;0.015625
631;0.01171875;0.017578125
632;0.01953125;0.013671875
633;0.017578125;0.009765625
634;0.015625;0.017578125
635;0.013671875;0.0234375
636;0.021484375;0.01953125
637;0.01953125;0.01953125
638;0.01953125;0.015625
639;0.025390625;0.015625
640;0.01953125;0.015625
641;0.017578125;0.017578125
642;0.01953125;0.025390625
643;0.009765625;0.015625
644;0.01171875;0.013671875
645;0.013671875;0.013671875
646;0.01953125;0.017578125
647;0.021484375;0.01953125
648;0.0234375;0.021484375
649;0.015625;0.017578125
650;0.01953125;0.021484375
651;0.015625;0.015625
652;0.021484375;0.01953125
653;0.01953125;0.017578125
654;0.01953125;0.025390625
655;0.013671875;0.021484375
656;0.01171875;0.017578125
657;0.015625;0.01953125
658;0.009765625;0.015625
659;0.021484375;0.01953125
660;0.01953125;0.01953125
661;0.017578125;0.017578125
662;0.01953125;0.021484375
663;0.013671875;0.015625
664;0.015625;0.021484375
665;0.01953125;0.017578125
666;0.01953125;0.025390625
667;0.017578125;0.015625
668;0.015625;0.009765625
669;0.017578125;0.01953125
670;0.017578125;0.017578125
671;0.013671875;0.009765625
672;0.01171875;0.021484375
673;0.0234375;0.01953125
674;0.025390625;0.01953125
675;0.01953125;0.015625
676;0.013671875;0.015625
677;0.015625;0.015625
678;0.017578125;0.015625
679;0.013671875;0.015625
680;0.021484375;0.021484375
681;0.013671875;0.01953125
682;0.021484375;0.01953125
683;0.017578125;0.015625
684;0.015625;0.01953125
685;0.013671875;0.013671875
686;0.015625;0.015625
687;0.017578125;0.017578125
688;0.021484375;0.01953125
689;0.013671875;0.015625
690;0.021484375;0.017578125
691;0.013671875;0.013671875
692;0.015625;0.0234375
693;0.015625;0.01953125
694;0.01171875;0.015625
695;0.017578125;0.021484375
696;0.017578125;0.01953125
697;0.01953125;0.017578125
698;0.01171875;0.0234375
699;0.01171875;0.017578125
700;0.015625;0.01953125
701;0.01171875;0.013671875
702;0.017578125;0.017578125
703;0.013671875;0.013671875
704;0.015625;0.013671875
705;0.015625;0.017578125
706;0.015625;0.015625
707;0.015625;0.021484375
708;0.013671875;0.01953125
709;0.01953125;0.017578125
710;0.015625;0.013671875
711;0.01953125;0.017578125
712;0.021484375;0.01953125
713;0.021484375;0.015625
714;0.0078125;0.013671875
715;0.021484375;0.017578125
716;0.013671875;0.01953125
717;0.0234375;0.015625
718;0.01171875;0.017578125
719;0.005859375;0.017578125
720;0.017578125;0.01171875
721;0.015625;0.0234375
722;0.017578125;0.017578125
723;0.01171875;0.013671875
724;0.01953125;0.01953125
725;0.013671875;0.017578125
726;0.01953125;0.01953125
727;0.021484375;0.017578125
728;0.01953125;0.015625
729;0.015625;0.01953125
730;0.013671875;0.017578125
731;0.009765625;0.015625
732;0.0234375;0.013671875
733;0.017578125;0.013671875
734;0.025390625;0.021484375
735;0.013671875;0.015625
736;0.01953125;0.0078125
737;0.021484375;0.017578125
738;0.009765625;0.017578125
739;0.017578125;0.01171875
740;0.021484375;0.015625
741;0.01171875;0.021484375
742;0.015625;0.0234375
743;0.0078125;0.01953125
744;0.01171875;0.01953125
745;0.015625;0.01953125
746;0.013671875;0.013671875
747;0.015625;0.015625
748;0.015625;0.015625
749;0.013671875;0.01953125
750;0.015625;0.017578125
751;0.017578125;0.017578125
752;0.017578125;0.021484375
753;0.013671875;0.013671875
754;0.015625;0.01953125
755;0.017578125;0.015625
756;0.01171875;0.013671875
757;0.01171875;0.01953125
758;0.021484375;0.017578125
759;0.015625;0.017578125
760;0.015625;0.015625
761;0.01171875;0.013671875
762;0.01953125;0.01953125
763;0.015625;0.021484375
764;0.015625;0.01953125
765;0.015625;0.0234375
766;0.021484375;0.013671875
767;0.009765625;0.015625
768;0.015625;0.01171875
769;0.013671875;0.01171875
770;0.015625;0.01953125
771;0.017578125;0.017578125
772;0.0234375;0.017578125
773;0.015625;0.01953125
774;0.017578125;0.013671875
775;0.015625;0.0234375
776;0.01953125;0.017578125
777;0.01953125;0.017578125
778;0.009765625;0.015625
779;0.0234375;0.01171875
780;0.01953125;0.009765625
781;0.013671875;0.015625
782;0.017578125;0.01953125
783;0.021484375;0.017578125
784;0.01953125;0.025390625
785;0.01171875;0.01953125
786;0.013671875;0.017578125
787;0.0234375;0.01953125
788;0.013671875;0.013671875
789;0.017578125;0.015625
790;0.01171875;0.025390625
791;0.013671875;0.017578125
792;0.013671875;0.009765625
793;0.009765625;0.015625
794;0.013671875;0.01953125
795;0.017578125;0.013671875
796;0.021484375;0.021484375
797;0.021484375;0.021484375
798;0.01171875;0.015625
799;0.017578125;0.0234375
800;0.01953125;0.009765625
801;0.015625;0.021484375
802;0.01171875;0.015625
803;0.017578125;0.009765625
804;0.0078125;0.021484375
805;0.01953125;0.021484375
806;0.013671875;0.01171875
807;0.01171875;0.0234375
808;0.015625;0.015625
809;0.01171875;0.013671875
810;0.017578125;0.0234375
811;0.015625;0.017578125
812;0.021484375;0.0078125
813;0.015625;0.017578125
814;0.009765625;0.015625
815;0.013671875;0.021484375
816;0.015625;0.021484375
817;0.021484375;0.005859375
818;0.015625;0.01953125
819;0.013671875;0.013671875
820;0.015625;0.01953125
821;0.017578125;0.01953125
822;0.015625;0.01171875
823;0.017578125;0.017578125
824;0.00390625;0.0234375
825;0.017578125;0.0234375
826;0.013671875;0.01953125
827;0.017578125;0.015625
828;0.01171875;0.01953125
829;0.01953125;0.013671875
830;0.017578125;0.017578125
831;0.021484375;0.017578125
832;0.013671875;0.015625
833;0.017578125;0.017578125
834;0.015625;0.01953125
835;0.013671875;0.015625
836;0.021484375;0.017578125
837;0.015625;0.017578125
838;0.015625;0.013671875
839;0.021484375;0.021484375
840;0.021484375;0.017578125
841;0.015625;0.017578125
842;0.013671875;0.01171875
843;0.017578125;0.015625
844;0.01953125;0.021484375
845;0.013671875;0.015625
846;0.013671875;0.01171875
847;0.017578125;0.01953125
848;0.01171875;0.009765625
849;0.01171875;0.015625
850;0.015625;0.013671875
851;0.021484375;0.015625
852;0.015625;0.0234375
853;0.01953125;0.015625
854;0.01953125;0.015625
855;0.013671875;0.0234375
856;0.013671875;0.015625
857;0.013671875;0.01953125
858;0.021484375;0.01953125
859;0.017578125;0.015625
860;0.021484375;0.01171875
861;0.021484375;0.0234375
862;0.013671875;0.015625
863;0.021484375;0.015625
864;0.013671875;0.01171875
865;0.01953125;0.017578125
866;0.01953125;0.017578125
867;0.01953125;0.015625
868;0.015625;0.01171875
869;0.01953125;0.01953125
870;0.0234375;0.021484375
871;0.017578125;0.021484375
872;0.015625;0.017578125
873;0.015625;0.013671875
874;0.0078125;0.013671875
875;0.009765625;0.015625
876;0.009765625;0.021484375
877;0.021484375;0.013671875
878;0.01171875;0.021484375
879;0.017578125;0.017578125
880;0.01171875;0.015625
881;0.017578125;0.017578125
882;0.015625;0.01953125
883;0.015625;0.0234375
884;0.017578125;0.01953125
885;0.01953125;0.0234375
886;0.015625;0.01953125
887;0.021484375;0.021484375
888;0.017578125;0.017578125
889;0.015625;0.015625
890;0.021484375;0.0234375
891;0.02734375;0.01171875
892;0.017578125;0.017578125
893;0.01953125;0.025390625
894;0.0234375;0.013671875
895;0.01953125;0.015625
896;0.009765625;0.015625
897;0.013671875;0.01953125
898;0.01953125;0.017578125
899;0.01953125;0.013671875
900;0.009765625;0.0234375
901;0.015625;0.0234375
902;0.015625;0.01953125
903;0.021484375;0.015625
904;0.0234375;0.0234375
905;0.015625;0.01953125
906;0.017578125;0.015625
907;0.013671875;0.021484375
908;0.015625;0.015625
909;0.017578125;0.013671875
910;0.01953125;0.017578125
911;0.0078125;0.009765625
912;0.017578125;0.017578125
913;0.01953125;0.017578125
914;0.013671875;0.01953125
915;0.01953125;0.021484375
916;0.017578125;0.021484375
917;0.01953125;0.015625
918;0.017578125;0.0234375
919;0.01953125;0.015625
920;0.021484375;0.015625
921;0.009765625;0.017578125
922;0.017578125;0.021484375
923;0.0234375;0.01171875
924;0.013671875;0.017578125
925;0.01953125;0.0234375
926;0.017578125;0.015625
927;0.009765625;0.021484375
928;0.015625;0.015625
929;0.0078125;0.01171875
930;0.009765625;0.015625
931;0.015625;0.021484375
932;0.015625;0.021484375
933;0.0234375;0.01953125
934;0.01171875;0.01953125
935;0.013671875;0.013671875
936;0.013671875;0.01953125
937;0.01171875;0.015625
938;0.01171875;0.01953125
939;0.02734375;0.01171875
940;0.01171875;0.0234375
941;0.01953125;0.013671875
942;0.015625;0.025390625
943;0.017578125;0.021484375
944;0.013671875;0.009765625
945;0.017578125;0.01953125
946;0.013671875;0.013671875
947;0.013671875;0.013671875
948;0.01953125;0.017578125
949;0.01953125;0.0234375
950;0.0234375;0.01953125
951;0.015625;0.01953125
952;0.017578125;0.015625
953;0.013671875;0.015625
954;0.01953125;0.015625
955;0.01953125;0.017578125
956;0.01953125;0.013671875
957;0.015625;0.015625
958;0.021484375;0.013671875
959;0.0234375;0.021484375
960;0.013671875;0.021484375
961;0.015625;0.013671875
962;0.015625;0.013671875
963;0.017578125;0.021484375
964;0.021484375;0.013671875
965;0.01953125;0.025390625
966;0.017578125;0.015625
967;0.01953125;0.01953125
968;0.017578125;0.01953125
969;0.013671875;0.013671875
970;0.017578125;0.017578125
971;0.017578125;0.025390625
972;0.013671875;0.017578125
973;0.01953125;0.009765625
974;0.009765625;0.017578125
975;0.017578125;0.015625
976;0.009765625;0.021484375
977;0.01171875;0.017578125
978;0.013671875;0.013671875
979;0.013671875;0.017578125
980;0.017578125;0.009765625
981;0.0234375;0.02734375
982;0.015625;0.017578125
983;0.009765625;0.01953125
984;0.021484375;0.017578125
985;0.013671875;0.017578125
986;0.01953125;0.009765625
987;0.017578125;0.01953125
988;0.021484375;0.015625
989;0.015625;0.015625
990;0.02734375;0.015625
991;0.01171875;0.025390625
992;0.021484375;0.01953125
993;0.01171875;0.013671875
994;0.01953125;0.013671875
995;0.017578125;0.01953125
996;0.025390625;0.021484375
997;0.017578125;0.017578125
998;0.017578125;0.01953125
999;0.015625;0.015625
1000;0.021484375;0.0234375
1001;0.015625;0.015625
1002;0.021484375;0.01171875
1003;0.015625;0.015625
1004;0.015625;0.009765625
1005;0.015625;0.017578125
1006;0.017578125;0.017578125
1007;0.0078125;0.013671875
1008;0.017578125;0.013671875
1009;0.015625;0.015625
1010;0.013671875;0.013671875
1011;0.021484375;0.01171875
1012;0.01171875;0.01953125
1013;0.015625;0.017578125
1014;0.021484375;0.021484375
1015;0.0234375;0.025390625
1016;0.01171875;0.01953125
1017;0.01171875;0.017578125
1018;0.017578125;0.015625
1019;0.021484375;0.013671875
